T,P,h,V,is_starred
31.1,3.6132,0.0,0.0013408,false
31.1,3.9132,38.0,0.0011989,false
31.1,4.2133,74.0,0.0010645,false
31.1,4.5133,103.0,0.0009561,false
31.1,4.8133,127.0,0.0008665,false
31.1,5.1132,149.0,0.0007843,false
31.1,5.4133,169.0,0.0007096,false
31.1,5.7133,186.0,0.0006461,false
31.1,6.0133,200.0,0.0005939,false
31.1,6.3133,215.0,0.0005378,false
31.1,6.6132,229.0,0.0004855,false
31.1,6.9133,241.0,0.0004407,false
31.1,7.2133,250.0,0.0004071,false
31.1,7.5133,261.0,0.0003660,false
31.1,7.8133,272.0,0.0003249,false
31.1,8.1132,285.0,0.0002764,false
31.1,8.4132,298.0,0.0002278,false
31.1,8.7133,324.0,0.0001307,false
31.1,8.8133,326.0,0.0001233,false
31.1,9.0132,329.0,0.0001120,false
