T,P,h,V,is_starred
25.0,3.5332,0.0,0.0164874,false
25.0,3.8133,38.0,0.0147422,false
25.0,4.1132,74.0,0.0130889,false
25.0,4.4132,105.0,0.0116652,false
25.0,4.7133,131.0,0.0104711,false
25.0,5.0133,153.0,0.0094607,false
25.0,5.3133,175.0,0.0084504,false
25.0,5.6132,192.0,0.0076696,false
25.0,5.9133,207.0,0.0069807,false
25.0,6.2133,222.0,0.0062919,false
25.0,6.5133,237.0,0.0056030,false
25.0,6.8133,249.0,0.0050519,false
25.0,7.1132,261.0,0.0045007,false
25.0,7.4133,278.0,0.0037200,true
25.0,7.4333,285.0,0.0033985,false
25.0,7.4933,294.0,0.0029852,false
25.0,7.5133,297.0,0.0028474,false
25.0,7.5433,304.0,0.0025259,false
25.0,7.6233,310.0,0.0022504,false
25.0,7.7332,315.0,0.0020207,false
25.0,7.8632,320.0,0.0017911,false
25.0,8.0132,325.0,0.0015615,false
25.0,8.3733,330.0,0.0013319,false
25.0,8.8133,332.0,0.0012400,false
25.0,9.0132,333.0,0.0011941,false
