T,P,h,V,is_starred
10.0,2.3,0.0,0.012363110407052827,false
10.0,2.6,43.0,0.010882292168882155,false
10.0,2.9,81.0,0.00957366209794063,false
10.0,3.2,117.0,0.008333907293890764,false
10.0,3.5,142.0,0.0074729664577450235,false
10.0,3.8,167.0,0.006612025621599284,false
10.0,4.1,188.0,0.005888835319236862,false
10.0,4.4,208.0,0.00520008265032027,false
10.0,4.55,227.0,0.004545767614849507,true
10.0,4.58,232.0,0.00437357944762036,false
10.0,4.6,250.0,0.0037537020455954266,false
10.0,4.6,255.0,0.0035815138783662787,false
10.0,4.62,260.0,0.0034093257111371305,false
10.0,4.65,265.0,0.0032371375439079826,false
10.0,4.65,275.0,0.0028927612094496865,false
10.0,4.65,270.0,0.003064949376678835,false
10.0,4.65,275.0,0.0028927612094496865,false
10.0,4.65,280.0,0.0027205730422205387,false
10.0,4.65,285.0,0.0025483848749913904,false
10.0,4.65,290.0,0.0023761967077622426,false
10.0,4.68,295.0,0.0022040085405330948,false
10.0,4.7,300.0,0.0020318203733039465,false
10.0,4.71,305.0,0.0018596322060747985,false
10.0,4.85,316.0,0.001480818238170673,false
10.0,4.92,320.0,0.0013430677043873545,false
10.0,5.12,325.0,0.0011708795371582065,false
10.0,5.45,330.0,0.0009986913699290584,false
10.0,6.6,335.0,0.0008265032026999105,false
10.0,8.0,337.0,0.0007576279358082513,false
