T,P,h,V,is_starred
35.0,2.68,0.0,0.012363110407052827,false
35.0,3.0,40.0,0.010985605069219643,false
35.0,3.3,80.0,0.009608099731386458,false
35.0,3.6,108.0,0.00864384599490323,false
35.0,3.9,130.0,0.00788621805909498,false
35.0,4.2,153.0,0.007094152489840898,false
35.0,4.5,172.0,0.006439837454370136,false
35.0,4.8,188.0,0.005888835319236862,false
35.0,5.1,202.0,0.005406708450995248,false
35.0,5.4,215.0,0.004959019216199463,false
35.0,5.7,228.0,0.004511329981403678,false
35.0,6.0,239.0,0.004132516013499552,false
35.0,6.3,249.0,0.003788139679041256,false
35.0,6.6,259.0,0.00344376334458296,false
35.0,6.9,270.0,0.003064949376678835,false
35.0,7.2,279.0,0.0027550106756663684,false
35.0,7.5,288.0,0.002445071974653902,false
35.0,7.8,299.0,0.002066258006749776,false
35.0,8.0,307.0,0.0017907569391831394,false
