T,P,h,V,is_starred
60.0,3.0,0.0,0.001340843373493976,false
60.0,3.3,41.0,0.001187710843373494,false
60.0,3.6,70.0,0.0010793975903614459,false
60.0,3.9,92.0,0.0009972289156626507,false
60.0,4.2,118.0,0.0009001204819277109,false
60.0,4.5,139.0,0.0008216867469879518,false
60.0,4.8,149.0,0.0007843373493975904,false
60.0,5.1,169.0,0.0007096385542168675,false
60.0,5.4,183.0,0.0006573493975903615,false
60.0,5.7,191.0,0.0006274698795180723,false
60.0,6.0,207.0,0.000567710843373494,false
60.0,6.3,212.0,0.0005490361445783132,false
60.0,6.6,221.0,0.0005154216867469879,false
60.0,6.9,234.0,0.0004668674698795181,false
60.0,7.2,242.0,0.0004369879518072289,false
60.0,7.5,249.0,0.0004108433734939759,false
60.0,7.8,255.0,0.00038843373493975905,false
60.0,8.0,259.0,0.00037349397590361445,false
