T,P,h,V,is_starred
50.0,2.82,0.0,0.001340843373493976,false
50.0,3.1,33.0,0.0012175903614457832,false
50.0,3.4,61.0,0.001113012048192771,false
50.0,3.7,93.0,0.0009934939759036145,false
50.0,4.0,116.0,0.0009075903614457831,false
50.0,4.3,138.0,0.000825421686746988,false
50.0,4.6,156.0,0.0007581927710843373,false
50.0,4.9,173.0,0.0006946987951807229,false
50.0,5.2,188.0,0.0006386746987951807,false
50.0,5.5,200.0,0.000593855421686747,false
50.0,5.8,213.0,0.0005453012048192771,false
50.0,6.1,223.0,0.0005079518072289156,false
50.0,6.4,233.0,0.00047060240963855423,false
50.0,6.7,241.0,0.00044072289156626504,false
50.0,7.0,250.0,0.0004071084337349398,false
50.0,7.3,258.0,0.0003772289156626506,false
50.0,7.6,264.0,0.0003548192771084337,false
50.0,7.9,270.0,0.00033240963855421686,false
50.0,8.0,273.0,0.00032120481927710846,false
