T,P,h,V,is_starred
42.0,3.8033,0.0,0.0164874,false
42.0,4.0633,36.5,0.0148111,false
42.0,4.3232,67.0,0.0134104,false
42.0,4.5832,86.0,0.0125378,false
42.0,4.8433,114.0,0.0112519,false
42.0,5.4432,155.0,0.0093689,false
42.0,5.7033,169.0,0.0087259,false
42.0,5.9633,183.0,0.0080830,false
42.0,6.2233,195.0,0.0075319,false
42.0,6.4832,205.0,0.0070726,false
42.0,6.7433,218.0,0.0064756,false
42.0,7.0033,226.0,0.0061081,false
42.0,7.2633,235.0,0.0056948,false
42.0,7.5232,243.0,0.0053274,false
42.0,7.7832,251.0,0.0049600,false
42.0,8.0433,259.0,0.0045926,false
42.0,8.3033,265.0,0.0043170,false
42.0,8.5633,273.0,0.0039496,false
42.0,8.8232,280.0,0.0036281,false
42.0,9.0132,283.0,0.0034904,false
